rank,track,primaryArtist,artistCredits,year,trackId,trackPlayUrl,trackPreviewUrl,trackPopularity,durationMs,key,mode,timeSignature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,albumName,albumArtUrl
38,"Looking Through Patient Eyes",P.M. Dawn,P.M. Dawn,1993-01-01T07:00:00.000Z,5XT320MZDtmX9Qz4wq0tD8,https://open.spotify.com/track/5XT320MZDtmX9Qz4wq0tD8,https://p.scdn.co/mp3-preview/1897bf374a720c1cb500b63fd1bc7dea4657a447?cid=957b95b824cd41e99aa58c2c544d8191,39,249667,8,1,4,0.19,0.786,0.372,0.0000059,0.129,-17.765,0.0536,0.685,102.237,The Bliss Album...?,https://i.scdn.co/image/ab67616d00001e0250d54f2a8c7645ac447f3f7c
39,"I'm Every Woman",Whitney Houston,Whitney Houston,1993-01-01T07:00:00.000Z,2eHj0klWkwRQuIrNlPpCPa,https://open.spotify.com/track/2eHj0klWkwRQuIrNlPpCPa,https://p.scdn.co/mp3-preview/35c63cbe4e3ce454a7c5cfe4b0c73a96867104d2?cid=957b95b824cd41e99aa58c2c544d8191,61,285107,5,0,4,0.0176,0.666,0.848,0.00295,0.126,-8.312,0.0529,0.402,119.541,The Bodyguard - Original Soundtrack Album,https://i.scdn.co/image/ab67616d00001e02456c0b5d0316a80dc600802e
40,"Baby I'm Yours",Shai,Shai,1993-01-01T07:00:00.000Z,3xSu3S8v206qwhob9N2LGJ,https://open.spotify.com/track/3xSu3S8v206qwhob9N2LGJ,,42,274667,2,1,4,0.215,0.705,0.575,0.0000209,0.12,-9.518,0.0381,0.596,143.8,If I Ever Fall In Love,https://i.scdn.co/image/ab67616d00001e02b7bc7394a6a5995a887330ef
41,"Come Undone",Duran Duran,Duran Duran,1993-01-01T07:00:00.000Z,0yfNXxlyXdmP0ue1iJijx1,https://open.spotify.com/track/0yfNXxlyXdmP0ue1iJijx1,https://p.scdn.co/mp3-preview/3f41bc567e6b10df738e87adbc3c02b769e407bf?cid=957b95b824cd41e99aa58c2c544d8191,69,256520,8,1,4,0.0423,0.542,0.793,0.00000395,0.0814,-8.203,0.053,0.708,173.931,Duran Duran,https://i.scdn.co/image/ab67616d00001e02c9647d4bd2589fa1c6e67333
42,"I Don't Wanna Fight",Tina Turner,Tina Turner,1993-01-01T07:00:00.000Z,4D6i2CM29NHkUDI3jQ2afk,https://open.spotify.com/track/4D6i2CM29NHkUDI3jQ2afk,https://p.scdn.co/mp3-preview/bb63fca1c076dcb70d183c7ce714fe3c09a70b19?cid=957b95b824cd41e99aa58c2c544d8191,49,265400,2,1,4,0.208,0.601,0.899,0.00000332,0.141,-4.084,0.0485,0.665,92.051,Love Songs,https://i.scdn.co/image/ab67616d00001e02ef0c3f5fb4a5d722ef4d28b6
43,"I'd Die Without You",P.M. Dawn,P.M. Dawn,1993-01-01T07:00:00.000Z,5MAWGXxVxFNig7swSJUTP5,https://open.spotify.com/track/5MAWGXxVxFNig7swSJUTP5,https://p.scdn.co/mp3-preview/063fc247e642c3c5dae059f457e2defb2050c54c?cid=957b95b824cd41e99aa58c2c544d8191,50,250693,1,1,4,0.256,0.543,0.266,0.00093,0.0993,-18.813,0.0443,0.343,79.992,The Bliss Album...?,https://i.scdn.co/image/ab67616d00001e0250d54f2a8c7645ac447f3f7c
44,"Whoot, There It Is",95 South,95 South,1993-01-01T07:00:00.000Z,1PJM5F9oC7AKcdYROTv8EX,https://open.spotify.com/track/1PJM5F9oC7AKcdYROTv8EX,https://p.scdn.co/mp3-preview/9a7d1cedeb02f479f47a1b304f40c6c3940ec57d?cid=957b95b824cd41e99aa58c2c544d8191,27,276867,7,1,4,0.0157,0.783,0.498,0.245,0.456,-14.387,0.0556,0.519,132.952,Quad City Knock,https://i.scdn.co/image/ab67616d00001e02965d614fe98b4d6a15926a61
45,"Hip Hop Hooray",Naughty by Nature,Naughty by Nature,1993-01-01T07:00:00.000Z,1w29UTa5uUvIri2tWtZ12Y,https://open.spotify.com/track/1w29UTa5uUvIri2tWtZ12Y,https://p.scdn.co/mp3-preview/421073a510d66362f4646fbd1799a727c9e01749?cid=957b95b824cd41e99aa58c2c544d8191,66,267267,6,0,4,0.102,0.862,0.642,0,0.272,-13.652,0.101,0.765,99.201,19 Naughty III,https://i.scdn.co/image/ab67616d00001e0293e4dd713aeeeada502e5428
46,"Another Sad Love Song",Toni Braxton,Toni Braxton,1993-01-01T07:00:00.000Z,70iDnqYvxCPl3mPd3ddxgD,https://open.spotify.com/track/70iDnqYvxCPl3mPd3ddxgD,https://p.scdn.co/mp3-preview/b08eb873da9985af131a6c15b156206277ff2175?cid=957b95b824cd41e99aa58c2c544d8191,52,301560,2,1,4,0.0143,0.78,0.71,0.0000349,0.0366,-7.429,0.0479,0.858,96.067,Toni Braxton,https://i.scdn.co/image/ab67616d00001e02dd480766d715a68d96ba9ea0
47,"Will You Be There",Michael Jackson,Michael Jackson,1993-01-01T07:00:00.000Z,1igW25R8lnb5ze9GWbuVsl,https://open.spotify.com/track/1igW25R8lnb5ze9GWbuVsl,https://p.scdn.co/mp3-preview/325d498711f7122a47f5bbd1d5306e85f6c797e6?cid=957b95b824cd41e99aa58c2c544d8191,57,460000,8,1,4,0.819,0.348,0.432,0.0856,0.191,-9.553,0.0388,0.141,82.911,Dangerous,https://i.scdn.co/image/ab67616d00001e023b9f8b18cc685e1502128aa8
48,"Comforter",Shai,Shai,1993-01-01T07:00:00.000Z,6vHJpgX1QTYa9SVXankGVR,https://open.spotify.com/track/6vHJpgX1QTYa9SVXankGVR,,45,250600,7,1,4,0.00569,0.725,0.384,0.00022,0.158,-12.64,0.0317,0.497,121.9,If I Ever Fall In Love,https://i.scdn.co/image/ab67616d00001e02b7bc7394a6a5995a887330ef
49,"Good Enough",Bobby Brown,Bobby Brown,1993-01-01T07:00:00.000Z,3WFQ6pEp1BRXrDKQ825ze7,https://open.spotify.com/track/3WFQ6pEp1BRXrDKQ825ze7,,46,302093,2,1,4,0.00526,0.651,0.743,0.000341,0.0406,-9.254,0.0364,0.533,90.2,Bobby,https://i.scdn.co/image/ab67616d00001e02706965d1da3fb77d19fe421f
50,"What's Up?",4 Non Blondes,4 Non Blondes,1993-01-01T07:00:00.000Z,0jWgAnTrNZmOGmqgvHhZEm,https://open.spotify.com/track/0jWgAnTrNZmOGmqgvHhZEm,,80,295533,2,1,4,0.161,0.565,0.564,0,0.114,-10.044,0.0292,0.454,134.355,"Bigger, Better, Faster, More !",https://i.scdn.co/image/ab67616d00001e02381371cb8ce680d0dc324600
51,"All That She Wants",Ace of Base,Ace of Base,1993-01-01T07:00:00.000Z,6kWJvPfC4DgUpRsXKNa9z9,https://open.spotify.com/track/6kWJvPfC4DgUpRsXKNa9z9,https://p.scdn.co/mp3-preview/b176774bc04182501c2d5d201afda143b1193f31?cid=957b95b824cd41e99aa58c2c544d8191,73,211213,11,1,4,0.00547,0.798,0.625,0.0000798,0.103,-9.689,0.0548,0.858,93.764,The Sign,https://i.scdn.co/image/ab67616d00001e02fda5556cb6981c3113df6175
52,"7",Prince,Prince and The New Power Generation,1993-01-01T07:00:00.000Z,04MjaNej8XUHI8jbz2THez,https://open.spotify.com/track/04MjaNej8XUHI8jbz2THez,https://p.scdn.co/mp3-preview/d39883c0991b2dd8ba2bfd136f929b3ef62dec74?cid=957b95b824cd41e99aa58c2c544d8191,49,310467,9,1,4,0.0917,0.747,0.749,0,0.0444,-6.255,0.0563,0.563,100.722,[Love Symbol],https://i.scdn.co/image/ab67616d00001e0225ca33646e68e23904b3899f
53,"Dre Day",Dr. Dre,Dr. Dre featuring Snoop Doggy Dogg,1993-01-01T07:00:00.000Z,04fX3oTJm5Zucg3Uf9aix0,https://open.spotify.com/track/04fX3oTJm5Zucg3Uf9aix0,https://p.scdn.co/mp3-preview/0e1332f0f7e512e97e463cd01910554edcba4111?cid=957b95b824cd41e99aa58c2c544d8191,66,292187,7,1,4,0.088,0.75,0.706,0,0.535,-7.461,0.156,0.59,93.603,The Chronic,https://i.scdn.co/image/ab67616d00001e02dc20ba099bc933674f58ebae
54,"One Last Cry",Brian McKnight,Brian McKnight,1993-01-01T07:00:00.000Z,3l9OCOG3Vt6c2lxeMyGSIY,https://open.spotify.com/track/3l9OCOG3Vt6c2lxeMyGSIY,,66,295358,11,1,4,0.909,0.355,0.126,0.000337,0.131,-13.801,0.0301,0.102,109.769,Brian McKnight,https://i.scdn.co/image/ab67616d00001e02a097d67e23595572ab8eab8a
55,"Just Kickin' It",Xscape,Xscape,1993-01-01T07:00:00.000Z,51RvCRzeTqoQgdOBgcpHtT,https://open.spotify.com/track/51RvCRzeTqoQgdOBgcpHtT,https://p.scdn.co/mp3-preview/70114690c1f632858b43f7d29c336acde23500e3?cid=957b95b824cd41e99aa58c2c544d8191,55,204133,1,0,4,0.054,0.694,0.365,0.0000343,0.401,-12.294,0.0635,0.693,80.904,R&B: From Doo-Wop To Hip-Hop,https://i.scdn.co/image/ab67616d00001e02980caf4dd525a15f08f8cb87
56,"I Get Around",2Pac,2Pac,1993-01-01T07:00:00.000Z,4voEoczU7Ijborps9XF1n3,https://open.spotify.com/track/4voEoczU7Ijborps9XF1n3,,70,259000,10,0,4,0.156,0.846,0.416,0.00000934,0.238,-13.767,0.118,0.645,96.188,Strictly 4 My N.I.G.G.A.Z...,https://i.scdn.co/image/ab67616d00001e027f6f6c9e4b492a3d7e910d82
57,"Bed of Roses",Bon Jovi,Bon Jovi,1993-01-01T07:00:00.000Z,1zng9uqqXoPkmU05nsAlsw,https://open.spotify.com/track/1zng9uqqXoPkmU05nsAlsw,,74,394400,5,1,3,0.101,0.309,0.596,0,0.21,-5.599,0.0293,0.161,164.587,Keep The Faith,https://i.scdn.co/image/ab67616d00001e0259bfe048568a969c6f0bd08c
58,"Real Love",Mary J. Blige,Mary J. Blige,1993-01-01T07:00:00.000Z,3XG801WWhqC753dekEBkMt,https://open.spotify.com/track/3XG801WWhqC753dekEBkMt,,65,269973,0,1,4,0.119,0.769,0.781,0.000371,0.0506,-5.472,0.0797,0.826,95.02,What's The 411?,https://i.scdn.co/image/ab67616d00001e0221110eef2bacdfe409af6903
59,"Here We Go Again!",Portrait,Portrait,1993-01-01T07:00:00.000Z,5rIr1MOh4cWwpdln1QqTPS,https://open.spotify.com/track/5rIr1MOh4cWwpdln1QqTPS,,42,235200,11,0,4,0.0256,0.771,0.745,0.000374,0.107,-10.217,0.0904,0.599,106.709,Greatest Hits,https://i.scdn.co/image/ab67616d00001e02f38e112f82b6f7b5985b9e17
60,"Cryin'",Aerosmith,Aerosmith,1993-01-01T07:00:00.000Z,0NJC0FDCODpPUntRTTQq97,https://open.spotify.com/track/0NJC0FDCODpPUntRTTQq97,,73,308333,9,1,3,0.000202,0.445,0.856,0.0101,0.367,-3.674,0.0327,0.486,105.872,Get A Grip,https://i.scdn.co/image/ab67616d00001e02587b26d49596162397b29ec8
61,"Cat's in the Cradle",Ugly Kid Joe,Ugly Kid Joe,1993-01-01T07:00:00.000Z,5x9RZg7HfXGY3JayXL3seF,https://open.spotify.com/track/5x9RZg7HfXGY3JayXL3seF,,66,241893,8,1,4,0.13,0.511,0.517,0,0.074,-9.653,0.0328,0.433,75.67,America's Least Wanted,https://i.scdn.co/image/ab67616d00001e0259afd13f40fa2b0aab89bb0e
62,"What About Your Friends",TLC,TLC,1993-01-01T07:00:00.000Z,63PIgPkDf3rswlU4ZWCYAM,https://open.spotify.com/track/63PIgPkDf3rswlU4ZWCYAM,https://p.scdn.co/mp3-preview/da281f334edffac8eeeae41df81331da803aba65?cid=957b95b824cd41e99aa58c2c544d8191,58,293600,10,0,4,0.0267,0.744,0.851,0.00738,0.0989,-10.108,0.049,0.626,105.882,Ooooooohhh... On The TLC Tip,https://i.scdn.co/image/ab67616d00001e02dc99053d8e01786a0efb6ed4
63,"I Got a Man",Positive K,Positive K,1993-01-01T07:00:00.000Z,4iAYo83eWlktjw97oebIal,https://open.spotify.com/track/4iAYo83eWlktjw97oebIal,,48,232773,7,1,4,0.0774,0.812,0.753,0,0.341,-13.252,0.118,0.787,103.754,The Skills Dat Pay Da Bills,https://i.scdn.co/image/ab67616d00001e0229c9b98bd52559536303ba48
64,"Hey Mr. D.J.",Zhané,Zhané,1993-01-01T07:00:00.000Z,7tklytz84iS8vnUJrBRSVj,https://open.spotify.com/track/7tklytz84iS8vnUJrBRSVj,https://p.scdn.co/mp3-preview/abe0ee237ba676e88a78d803b56a955379560f39?cid=957b95b824cd41e99aa58c2c544d8191,58,255027,2,1,4,0.0836,0.865,0.645,0.00117,0.109,-6.939,0.071,0.89,101.313,"R&B - 100 Hits - The Greatest R n B album - 100 R & B Classics featuring Usher, Pitbull and Justin Timberlake",https://i.scdn.co/image/ab67616d00001e021c3fd856b637a87c675d2f29
65,"Insane in the Brain",Cypress Hill,Cypress Hill,1993-01-01T07:00:00.000Z,1oTHteQbmJw15rPxPVXUTv,https://open.spotify.com/track/1oTHteQbmJw15rPxPVXUTv,https://p.scdn.co/mp3-preview/cdb4418e8543eeb0552077f7696392f0c53c9815?cid=957b95b824cd41e99aa58c2c544d8191,72,208267,11,1,4,0.0297,0.897,0.612,0.186,0.0894,-10.489,0.211,0.767,102.305,Black Sunday,https://i.scdn.co/image/ab67616d00001e02ff2dc734e252aa62bd49ec42
66,"Deeper and Deeper",Madonna,Madonna,1993-01-01T07:00:00.000Z,6KU8g98m1tcrUXRNjPQeOI,https://open.spotify.com/track/6KU8g98m1tcrUXRNjPQeOI,https://p.scdn.co/mp3-preview/31afb0dc3c123d1904f3e18efa8366a45e918cbb?cid=957b95b824cd41e99aa58c2c544d8191,45,333467,7,0,4,0.00601,0.659,0.818,0.299,0.336,-7.09,0.0265,0.39,119.943,Erotica (PA Version),https://i.scdn.co/image/ab67616d00001e027a75d6fc02fef873256b97dc
67,"Rain",Madonna,Madonna,1993-01-01T07:00:00.000Z,3b3PnE1ROIZzILjmCGjVib,https://open.spotify.com/track/3b3PnE1ROIZzILjmCGjVib,https://p.scdn.co/mp3-preview/d3d6eb0e881341663ecbae3794392916ac5d703a?cid=957b95b824cd41e99aa58c2c544d8191,51,328987,10,1,4,0.0883,0.592,0.642,0.00134,0.131,-9.38,0.026,0.16,92.419,Erotica (PA Version),https://i.scdn.co/image/ab67616d00001e027a75d6fc02fef873256b97dc
68,"The Right Kind of Love",Jeremy Jordan,Jeremy Jordan,1993-01-01T07:00:00.000Z,2wZoBFqwT0Tpm9XW0oiRMZ,https://open.spotify.com/track/2wZoBFqwT0Tpm9XW0oiRMZ,https://p.scdn.co/mp3-preview/d04365c16610a63d0bcc5d32c342133ac8b03cd8?cid=957b95b824cd41e99aa58c2c544d8191,33,273933,5,0,4,0.115,0.717,0.634,0,0.0782,-7.736,0.036,0.896,178.064,Try My Love,https://i.scdn.co/image/ab67616d00001e02125566300d500501daa9e736
69,"Bad Boys (theme from Cops)",Inner Circle,Inner Circle,1993-01-01T07:00:00.000Z,0qeKzbUsW0V4ZWRJrHNiD3,https://open.spotify.com/track/0qeKzbUsW0V4ZWRJrHNiD3,https://p.scdn.co/mp3-preview/53ece338abbf48edcfbabe0834377a1d098ba67f?cid=957b95b824cd41e99aa58c2c544d8191,69,229375,7,1,4,0.236,0.781,0.722,0.000398,0.077,-8.376,0.0667,0.533,87.858,Blazzin' Fire,https://i.scdn.co/image/ab67616d00001e02cd07cdbe4b041324103c0f08
70,"That's What Love Can Do",Boy Krazy,Boy Krazy,1993-01-01T07:00:00.000Z,4VOQLjmETAE5NLcFMwvUXC,https://open.spotify.com/track/4VOQLjmETAE5NLcFMwvUXC,https://p.scdn.co/mp3-preview/781523f9bb20b94386e1af1682d418cbbeaed6ca?cid=957b95b824cd41e99aa58c2c544d8191,34,202000,5,0,4,0.0103,0.783,0.773,0.000162,0.0349,-7.541,0.0493,0.744,117.471,Boy Krazy,https://i.scdn.co/image/ab67616d00001e0278592af7ae9be3a290955575
71,"Do You Believe in Us",Jon Secada,Jon Secada,1993-01-01T07:00:00.000Z,3u5e3ovyvQLoauwUzWezvX,https://open.spotify.com/track/3u5e3ovyvQLoauwUzWezvX,,42,239267,3,1,4,0.0103,0.662,0.891,0.00000364,0.634,-7.245,0.0349,0.743,107.75,Jon Secada,https://i.scdn.co/image/ab67616d00001e02b4b02d890230139604057523
72,"Angel",Jon Secada,Jon Secada,1993-01-01T07:00:00.000Z,543d68hZ4dzVePFfdVc0Ki,https://open.spotify.com/track/543d68hZ4dzVePFfdVc0Ki,,61,275040,0,1,4,0.295,0.485,0.477,0.0000335,0.202,-8.948,0.0262,0.134,151.704,Jon Secada,https://i.scdn.co/image/ab67616d00001e02b4b02d890230139604057523
73,"Forever in Love",Kenny G,Kenny G,1993-01-01T07:00:00.000Z,13cpOnmccZGVGFngLxYN4I,https://open.spotify.com/track/13cpOnmccZGVGFngLxYN4I,https://p.scdn.co/mp3-preview/569f1397cd8962430f7ed69ce6a321f382891598?cid=957b95b824cd41e99aa58c2c544d8191,52,299493,5,1,4,0.336,0.331,0.318,0.158,0.17,-14.901,0.0313,0.111,82.427,Breathless,https://i.scdn.co/image/ab67616d00001e02a96756810d2a144d1d40e820
74,"Again",Janet Jackson,Janet Jackson,1993-01-01T07:00:00.000Z,0IaMMHVbpJ0LrRAeigWOXr,https://open.spotify.com/track/0IaMMHVbpJ0LrRAeigWOXr,,61,227133,0,1,4,0.882,0.359,0.287,0.00607,0.186,-9.51,0.0303,0.189,130.135,Janet,https://i.scdn.co/image/ab67616d00001e02e63518d50aff63f57d2b8ead
75,"Boom! Shake the Room",DJ Jazzy Jeff & The Fresh Prince,DJ Jazzy Jeff & The Fresh Prince,1993-01-01T07:00:00.000Z,5ZDL1Ap2Mwhk5xhmQ41Ei2,https://open.spotify.com/track/5ZDL1Ap2Mwhk5xhmQ41Ei2,https://p.scdn.co/mp3-preview/2ea5b7510f1eddddfdf13eb78b2ed2c07e5d4a34?cid=957b95b824cd41e99aa58c2c544d8191,54,226200,1,1,4,0.0698,0.792,0.964,0,0.302,-5.405,0.154,0.621,99.771,Code Red,https://i.scdn.co/image/ab67616d00001e0257958103342fb2376c1569b7
76,"When She Cries",Restless Heart,Restless Heart,1993-01-01T07:00:00.000Z,61EQfJXizp4MIpLYWyLoQI,https://open.spotify.com/track/61EQfJXizp4MIpLYWyLoQI,https://p.scdn.co/mp3-preview/ddc75be47decfb6afa28e3a667852f698514e7a8?cid=957b95b824cd41e99aa58c2c544d8191,58,222187,9,1,4,0.114,0.666,0.521,0,0.0604,-10.993,0.0292,0.361,105.223,Greatest Hits,https://i.scdn.co/image/ab67616d00001e02d8415e558f494664a5de83ba
77,"Sweat (A La La La La Long)",Inner Circle,Inner Circle,1993-01-01T07:00:00.000Z,1SssFw74DdHVjRa6ADggdD,https://open.spotify.com/track/1SssFw74DdHVjRa6ADggdD,https://p.scdn.co/mp3-preview/db65bdb9e10ac7c43a1252dde39768665c582fb7?cid=957b95b824cd41e99aa58c2c544d8191,72,227067,0,1,4,0.0124,0.787,0.728,0,0.157,-7.705,0.218,0.94,173.026,Blazzin' Fire,https://i.scdn.co/image/ab67616d00001e02cd07cdbe4b041324103c0f08
78,"It Was a Good Day",Ice Cube,Ice Cube,1993-01-01T07:00:00.000Z,2qOm7ukLyHUXWyR4ZWLwxA,https://open.spotify.com/track/2qOm7ukLyHUXWyR4ZWLwxA,,77,260000,7,0,4,0.33,0.798,0.744,0.000106,0.292,-5.328,0.136,0.794,82.356,The Predator,https://i.scdn.co/image/ab67616d00001e02994c319841a923465d62e271
79,"More and More",Captain Hollywood Project,Captain Hollywood Project,1993-01-01T07:00:00.000Z,0JXXm3RqxU8EKzX4P8M0n3,https://open.spotify.com/track/0JXXm3RqxU8EKzX4P8M0n3,https://p.scdn.co/mp3-preview/509d0043b07889f3f7e7bc0f918a0ac25cc6e722?cid=957b95b824cd41e99aa58c2c544d8191,61,253573,7,1,4,0.225,0.661,0.847,0.835,0.0863,-11.855,0.0349,0.71,125.862,Love Is Not Sex,https://i.scdn.co/image/ab67616d00001e029badf5c755ac2398203a8860
80,"How Do You Talk to an Angel",The Heights,The Heights,1993-01-01T07:00:00.000Z,2QVHmiFTjFsHyxONRdbkcq,https://open.spotify.com/track/2QVHmiFTjFsHyxONRdbkcq,,52,227267,9,1,4,0.281,0.404,0.51,0.00000632,0.0789,-11.353,0.0321,0.526,80.643,The Heights,https://i.scdn.co/image/ab67616d00001e028c0c73bc9a116afeed80d3ed
81,"Rebirth of Slick (Cool Like Dat)",Digable Planets,Digable Planets,1993-01-01T07:00:00.000Z,26q6YTrXt9l8qshIveiTX9,https://open.spotify.com/track/26q6YTrXt9l8qshIveiTX9,,61,261267,1,0,4,0.0476,0.884,0.334,0.0588,0.107,-18.943,0.228,0.571,98.315,Reachin' (A New Refutation Of Time And Space),https://i.scdn.co/image/ab67616d00001e02c9f6a742f2337f938e89f599
82,"What Is Love",Haddaway,Haddaway,1993-01-01T07:00:00.000Z,2IHaGyfxNoFPLJnaEg4GTs,https://open.spotify.com/track/2IHaGyfxNoFPLJnaEg4GTs,https://p.scdn.co/mp3-preview/659374a67e87fcdc8ea1d975f65d3321084f4ab6?cid=957b95b824cd41e99aa58c2c544d8191,68,270373,7,0,4,0.0222,0.683,0.772,0.0149,0.203,-7.907,0.0311,0.737,123.871,The Album,https://i.scdn.co/image/ab67616d00001e02fe2466bf2316d66cf3d3249c
83,"To Love Somebody",Michael Bolton,Michael Bolton,1993-01-01T07:00:00.000Z,4ye6YRG07XMpZZ9Y9tNTt6,https://open.spotify.com/track/4ye6YRG07XMpZZ9Y9tNTt6,https://p.scdn.co/mp3-preview/2bfeff86992b65b9679bee0a47d15d1d7ffc6a6f?cid=957b95b824cd41e99aa58c2c544d8191,61,247973,11,1,4,0.335,0.367,0.353,0,0.1,-11.786,0.0288,0.282,74.103,Timeless (The Classics),https://i.scdn.co/image/ab67616d00001e02086f37b3c161fda26947088c
84,"Give It Up, Turn It Loose",En Vogue,En Vogue,1993-01-01T07:00:00.000Z,61vIGLnOsYaydUUKfJ9XC5,https://open.spotify.com/track/61vIGLnOsYaydUUKfJ9XC5,https://p.scdn.co/mp3-preview/e109eea2329e7bcf8f74ebe4068e045e8e8ece29?cid=957b95b824cd41e99aa58c2c544d8191,32,312040,1,1,4,0.19,0.836,0.58,0.000271,0.0379,-8.778,0.0692,0.939,93.015,Funky Divas,https://i.scdn.co/image/ab67616d00001e0250638bf4b6a49dce27bc4ff5
85,"Alright",Kris Kross,Kris Kross,1993-01-01T07:00:00.000Z,3uGjLZ5abCyCfYXBVfpf8X,https://open.spotify.com/track/3uGjLZ5abCyCfYXBVfpf8X,https://p.scdn.co/mp3-preview/c7d5900a368113f63019d5957504aebe22aac45d?cid=957b95b824cd41e99aa58c2c544d8191,37,243333,10,0,4,0.00432,0.803,0.582,0.0000426,0.252,-11.286,0.19,0.547,97.305,Da Bomb,https://i.scdn.co/image/ab67616d00001e027fb111976c2774f73a3bc630
86,"Check Yo Self",Ice Cube,Ice Cube featuring Das EFX,1993-01-01T07:00:00.000Z,3NGT0Td7H4Is1qrlDQJxma,https://open.spotify.com/track/3NGT0Td7H4Is1qrlDQJxma,,71,273107,1,1,4,0.031,0.934,0.735,0.0000086,0.107,-6.668,0.251,0.768,101.368,Bootlegs And B-Sides,https://i.scdn.co/image/ab67616d00001e0296c799b97ad8d8be2d315dd0
87,"Fields of Gold",Sting,Sting,1993-01-01T07:00:00.000Z,0I1DJdLt9BKOb7GWmWxCjo,https://open.spotify.com/track/0I1DJdLt9BKOb7GWmWxCjo,,73,222120,2,1,4,0.372,0.651,0.339,0.0141,0.0739,-11.917,0.0246,0.32,103.996,Ten Summoner's Tales,https://i.scdn.co/image/ab67616d00001e02653b110d9560eb1656f4c583
88,"Ooh Child",Dino,Dino,1993-01-01T07:00:00.000Z,00Obl9EVSxtvoiLJwIN5gg,https://open.spotify.com/track/00Obl9EVSxtvoiLJwIN5gg,https://p.scdn.co/mp3-preview/d07dba94595f1d45477150c211723aaf736a888e?cid=957b95b824cd41e99aa58c2c544d8191,3,235812,5,1,4,0.0414,0.694,0.716,0.000816,0.299,-8.673,0.0591,0.856,96.091,Ooh Child (In the Style of Dino) [Performance Track with Demonstration Vocals],https://i.scdn.co/image/ab67616d00001e02aa0a899208809a3e567acea6
89,"Faithful",Go West,Go West,1993-01-01T07:00:00.000Z,6lP1Tmf5VdZYviohSQoMiH,https://open.spotify.com/track/6lP1Tmf5VdZYviohSQoMiH,https://p.scdn.co/mp3-preview/6c64d766a523add71cd8ef37b7a7eeec1082c502?cid=957b95b824cd41e99aa58c2c544d8191,39,265560,10,0,4,0.0323,0.615,0.912,0,0.0966,-8.028,0.0416,0.753,105.538,Indian Summer,https://i.scdn.co/image/ab67616d00001e02643c2cfd62afdf937351a504
90,"Reason to Believe",Rod Stewart,Rod Stewart,1993-01-01T07:00:00.000Z,5tigPNN36QCr8jK5MDI1cZ,https://open.spotify.com/track/5tigPNN36QCr8jK5MDI1cZ,https://p.scdn.co/mp3-preview/88e7876d8a012ec0e655e34e317b286cbb820886?cid=957b95b824cd41e99aa58c2c544d8191,25,221360,7,1,4,0.235,0.598,0.609,0.00000302,0.962,-10.216,0.0358,0.393,129.222,The Definitive Rod Stewart,https://i.scdn.co/image/ab67616d00001e02ee18d8920635e85ff15c4568
91,"Break It Down Again",Tears for Fears,Tears for Fears,1993-01-01T07:00:00.000Z,15kc3DJyYixeEEq5kRRrOm,https://open.spotify.com/track/15kc3DJyYixeEEq5kRRrOm,,58,271533,5,1,4,0.0134,0.681,0.742,0.422,0.121,-7,0.0249,0.486,109.001,Elemental,https://i.scdn.co/image/ab67616d00001e029dc5e6f35a377190119708ad
92,"Nothin' My Love Can't Fix",Joey Lawrence,Joey Lawrence,1993-01-01T07:00:00.000Z,15ni9ro5GuIad268WAZN32,https://open.spotify.com/track/15ni9ro5GuIad268WAZN32,,23,243267,7,1,4,0.0131,0.657,0.909,0.000623,0.211,-6.322,0.0918,0.606,106.122,Joey Lawrence,https://i.scdn.co/image/ab67616d00001e028ad50d56dc101586283cde52
93,"Three Little Pigs",Green Jellÿ,Green Jellÿ,1993-01-01T07:00:00.000Z,6DiPkm7C3LD9XsJWTGPFgv,https://open.spotify.com/track/6DiPkm7C3LD9XsJWTGPFgv,https://p.scdn.co/mp3-preview/daebcfa7e0b64557ba96d56e8838291c35c811e5?cid=957b95b824cd41e99aa58c2c544d8191,49,353640,7,1,4,0.0115,0.449,0.95,0.0000366,0.514,-4.978,0.225,0.339,144.469,Cereal Killer Soundtrack,https://i.scdn.co/image/ab67616d00001e02244680b7c99c97532157cef9
94,"Livin' on the Edge",Aerosmith,Aerosmith,1993-01-01T07:00:00.000Z,4avSaixVwu8uqfSs7zgoj3,https://open.spotify.com/track/4avSaixVwu8uqfSs7zgoj3,,60,380893,2,1,4,0.0019,0.399,0.881,0.00429,0.39,-4.341,0.0347,0.272,84.58,Get A Grip,https://i.scdn.co/image/ab67616d00001e02587b26d49596162397b29ec8
95,"Hey Jealousy",Gin Blossoms,Gin Blossoms,1993-01-01T07:00:00.000Z,4o7ZPI2fmEi3piRe0Hrfpy,https://open.spotify.com/track/4o7ZPI2fmEi3piRe0Hrfpy,,61,236627,6,0,4,0.000179,0.471,0.797,0.00000649,0.299,-8.407,0.0389,0.497,152.903,New Miserable Experience,https://i.scdn.co/image/ab67616d00001e02e3100bdcdc758b5fab7e4894
